Teams,Seasons,Players,Nationality,Position,Matches,Goals,Assists,Seasons Ratings
InterMiami,2023/2024,Lionel Messi,Argentina,Forward (Attacker),15,14,11,8.5
InterMiami,2022/2023,Lionel Messi,Argentina,Forward (Attacker),14,11,5,8
PSG,2021/2022,Lionel Messi,Argentina,Forward (Attacker),41,21,20,8.1
PSG,2020/2021,Lionel Messi,Argentina,Forward (Attacker),34,11,14,7.9
Barcelona,2019/2020,Lionel Messi,Argentina,Forward (Attacker),47,38,12,8.4
Barcelona,2018/2019,Lionel Messi,Argentina,Forward (Attacker),44,31,25,8.3
Barcelona,2017/2018,Lionel Messi,Argentina,Forward (Attacker),50,51,19,8.5
Barcelona,2016/2017,Lionel Messi,Argentina,Forward (Attacker),54,45,18,8.4
Barcelona,2015/2016,Lionel Messi,Argentina,Forward (Attacker),52,54,16,8.4
AL Nassr,2023/2024,Cristiano Ronaldo,Portugal,Forward (Attacker),51,50,13,8.1
AL Nassr,2022/2023,Cristiano Ronaldo,Portugal,Forward (Attacker),19,14,2,7.7
Man United,2021/2022,Cristiano Ronaldo,Portugal,Forward (Attacker),16,3,2,7
Man United,2020/2021,Cristiano Ronaldo,Portugal,Forward (Attacker),38,24,3,7.5
Juventus,2019/2020,Cristiano Ronaldo,Portugal,Forward (Attacker),46,37,7,6.7
Juventus,2018/2019,Cristiano Ronaldo,Portugal,Forward (Attacker),44,36,5,7.9
Juventus,2017/2018,Cristiano Ronaldo,Portugal,Forward (Attacker),43,28,10,7.9
Real Madrid,2016/2017,Cristiano Ronaldo,Portugal,Forward (Attacker),46,42,11,7.9
Real Madrid,2015/2016,Cristiano Ronaldo,Portugal,Forward (Attacker),48,51,15,8.6
AL Hilal,2023/2024,Neymar,Brazil,Forward (Attacker),5,1,2,7.5
PSG,2022/2023,Neymar,Brazil,Forward (Attacker),29,18,16,8
PSG,2021/2022,Neymar,Brazil,Forward (Attacker),28,13,8,7.8
PSG,2020/2021,Neymar,Brazil,Forward (Attacker),31,17,7,7.7
PSG,2019/2020,Neymar,Brazil,Forward (Attacker),27,19,11,8.3
PSG,2018/2019,Neymar,Brazil,Forward (Attacker),28,23,10,8.4
PSG,2017/2018,Neymar,Brazil,Forward (Attacker),30,28,16,8.9
Barcelona,2016/2017,Neymar,Brazil,Forward (Attacker),45,20,21,8.4
Barcelona,2015/2016,Neymar,Brazil,Forward (Attacker),49,31,20,8.6
PSG,2023/2024,Kylian Mbappe,France,Forward (Attacker),48,44,10,8
PSG,2022/2023,Kylian Mbappe,France,Forward (Attacker),43,41,9,7.9
PSG,2021/2022,Kylian Mbappe,France,Forward (Attacker),46,39,21,8.2
PSG,2020/2021,Kylian Mbappe,France,Forward (Attacker),47,42,11,7.9
PSG,2019/2020,Kylian Mbappe,France,Forward (Attacker),37,30,14,7.9
PSG,2018/2019,Kylian Mbappe,France,Forward (Attacker),43,39,13,8.1
PSG,2017/2018,Kylian Mbappe,France,Forward (Attacker),44,21,13,7.6
Monaco,2016/2017,Kylian Mbappe,France,Forward (Attacker),2,0,0,7.6
Monaco,2015/2016,Kylian Mbappe,France,Forward (Attacker),44,26,8,7.5
Liverpool,2023/2024,Mohamed Salah,Egypt,Forward (Attacker),44,25,13,7.5
Liverpool,2022/2023,Mohamed Salah,Egypt,Forward (Attacker),51,30,16,7.5
Liverpool,2021/2022,Mohamed Salah,Egypt,Forward (Attacker),51,31,15,7.6
Liverpool,2020/2021,Mohamed Salah,Egypt,Forward (Attacker),51,31,6,7.3
Liverpool,2019/2020,Mohamed Salah,Egypt,Forward (Attacker),48,23,13,7.4
Liverpool,2018/2019,Mohamed Salah,Egypt,Forward (Attacker),52,27,10,7.2
Liverpool,2017/2018,Mohamed Salah,Egypt,Forward (Attacker),52,44,14,7.8
Roma,2016/2017,Mohamed Salah,Egypt,Forward (Attacker),41,19,12,7.5
Roma,2015/2016,Mohamed Salah,Egypt,Forward (Attacker),42,15,6,7
AL Ittihad,2023/2024,Karim Benzema,France,Forward (Striker),33,16,9,7.4
Real Madrid,2022/2023,Karim Benzema,France,Forward (Striker),43,31,6,7.8
Real Madrid,2021/2022,Karim Benzema,France,Forward (Striker),46,44,15,8.1
Real Madrid,2020/2021,Karim Benzema,France,Forward (Striker),46,30,9,7.7
Real Madrid,2019/2020,Karim Benzema,France,Forward (Striker),48,27,11,7.5
Real Madrid,2018/2019,Karim Benzema,France,Forward (Striker),53,30,10,7.4
Real Madrid,2017/2018,Karim Benzema,France,Forward (Striker),47,12,11,7.1
Real Madrid,2016/2017,Karim Benzema,France,Forward (Striker),48,19,7,7.2
Real Madrid,2015/2016,Karim Benzema,France,Forward (Striker),36,28,7,6.5
Real Madrid,2023/2024,Vinicius Junior,Brazil,Forward (Winger),39,24,9,7.6
Real Madrid,2022/2023,Vinicius Junior,Brazil,Forward (Winger),55,23,19,7.8
Real Madrid,2021/2022,Vinicius Junior,Brazil,Forward (Winger),52,22,16,7.7
Real Madrid,2020/2021,Vinicius Junior,Brazil,Forward (Winger),49,6,4,6.9
Real Madrid,2019/2020,Vinicius Junior,Brazil,Forward (Winger),38,5,3,6.7
Real Madrid,2018/2019,Vinicius Junior,Brazil,Forward (Winger),31,4,8,6.9
Real Madrid Castilla,2017/2018,Vinicius Junior,Brazil,Forward (Winger),5,4,0,8.8
Flamengo,2016/2017,Vinicius Junior,Brazil,Forward (Winger),32,10,3,7.3
Flamengo,2015/2016,Vinicius Junior,Brazil,Forward (Winger),37,4,1,6.3
Juventus,2023/2024,Paul Pogba,France,Midfielder,2,0,0,6.6
Juventus,2022/2023,Paul Pogba,France,Midfielder,10,0,1,6.5
Man United,2021/2022,Paul Pogba,France,Midfielder,27,1,9,7
Man United,2020/2021,Paul Pogba,France,Midfielder,42,6,6,7.1
Man United,2019/2020,Paul Pogba,France,Midfielder,22,1,3,7.1
Man United,2018/2019,Paul Pogba,France,Midfielder,47,16,11,7.3
Man United,2017/2018,Paul Pogba,France,Midfielder,37,6,12,7.6
Man United,2016/2017,Paul Pogba,France,Midfielder,51,9,6,7.8
Juventus,2015/2016,Paul Pogba,France,Midfielder,49,10,15,7.3
Atletico Madrid,2023/2024,Antoine Griezmann,France,Forward (Attacker),48,24,8,7.6
Atletico Madrid,2022/2023,Antoine Griezmann,France,Forward (Attacker),48,16,18,7.8
Atletico Madrid,2021/2022,Antoine Griezmann,France,Forward (Attacker),36,8,6,7
Barcelona,2020/2021,Antoine Griezmann,France,Forward (Attacker),3,0,0,7
Barcelona,2019/2020,Antoine Griezmann,France,Forward (Attacker),51,20,12,7.5
Barcelona,2018/2019,Antoine Griezmann,France,Forward (Attacker),48,15,4,7.1
Atletico Madrid,2017/2018,Antoine Griezmann,France,Forward (Attacker),48,21,11,7.4
Atletico Madrid,2016/2017,Antoine Griezmann,France,Forward (Attacker),49,29,13,7.5
Atletico Madrid,2015/2016,Antoine Griezmann,France,Forward (Attacker),54,32,6,7.5
Barcelona,2023/2024,Ilkay Gundogan,Germany,Midfielder,51,5,14,7.6
Man City,2022/2023,Ilkay Gundogan,Germany,Midfielder,51,11,6,7.5
Man City,2021/2022,Ilkay Gundogan,Germany,Midfielder,43,10,7,7.5
Man City,2020/2021,Ilkay Gundogan,Germany,Midfielder,46,17,4,7.6
Man City,2019/2020,Ilkay Gundogan,Germany,Midfielder,50,5,4,7.1
Man City,2018/2019,Ilkay Gundogan,Germany,Midfielder,50,6,8,7.3
Man City,2017/2018,Ilkay Gundogan,Germany,Midfielder,48,6,7,7.1
Man City,2016/2017,Ilkay Gundogan,Germany,Midfielder,16,5,1,7.5
Dortmund,2015/2016,Ilkay Gundogan,Germany,Midfielder,40,3,5,7.2
Bayern Munchen,2023/2024,Harry Kane,England,Forward (Striker),45,44,12,7.9
Tottenham,2022/2023,Harry Kane,England,Forward (Striker),49,32,5,7.5
Tottenham,2021/2022,Harry Kane,England,Forward (Striker),50,27,10,7.5
Tottenham,2020/2021,Harry Kane,England,Forward (Striker),49,33,17,7.6
Tottenham,2019/2020,Harry Kane,England,Forward (Striker),34,24,2,7.3
Tottenham,2018/2019,Harry Kane,England,Forward (Striker),40,24,6,7.3
Tottenham,2017/2018,Harry Kane,England,Forward (Striker),48,41,4,7.6
Tottenham,2016/2017,Harry Kane,England,Forward (Striker),38,35,7,7.7
Tottenham,2015/2016,Harry Kane,England,Forward (Striker),50,28,2,7.6
Bayern Munchen,2023/2024,Thomas Muller,Germany,Forward (Attacker),41,7,10,7.2
Bayern Munchen,2022/2023,Thomas Muller,Germany,Forward (Attacker),40,8,11,7.2
Bayern Munchen,2021/2022,Thomas Muller,Germany,Forward (Attacker),45,13,22,7.5
Bayern Munchen,2020/2021,Thomas Muller,Germany,Forward (Attacker),46,15,19,7.6
Bayern Munchen,2019/2020,Thomas Muller,Germany,Forward (Attacker),50,14,25,7.5
Bayern Munchen,2018/2019,Thomas Muller,Germany,Forward (Attacker),45,9,12,7.2
Bayern Munchen,2017/2018,Thomas Muller,Germany,Forward (Attacker),45,9,15,7.3
Bayern Munchen,2016/2017,Thomas Muller,Germany,Forward (Attacker),42,9,15,7
Bayern Munchen,2015/2016,Thomas Muller,Germany,Forward (Attacker),49,32,10,7.4
Barcelona,2023/2024,Robert Lewandowski,Poland,Forward (Striker),49,26,9,7.4
Barcelona,2022/2023,Robert Lewandowski,Poland,Forward (Striker),46,33,8,7.6
Bayern Munchen,2021/2022,Robert Lewandowski,Poland,Forward (Striker),46,50,6,8
Bayern Munchen,2020/2021,Robert Lewandowski,Poland,Forward (Striker),40,48,9,8.1
Bayern Munchen,2019/2020,Robert Lewandowski,Poland,Forward (Striker),47,55,9,8.2
Bayern Munchen,2018/2019,Robert Lewandowski,Poland,Forward (Striker),47,40,9,7.6
Bayern Munchen,2017/2018,Robert Lewandowski,Poland,Forward (Striker),48,41,4,7.5
Bayern Munchen,2016/2017,Robert Lewandowski,Poland,Forward (Striker),47,43,8,7.6
Bayern Munchen,2015/2016,Robert Lewandowski,Poland,Forward (Striker),51,42,4,7.3
Benfica,2023/2024,Angel Di Maria,Argentina,Forward (Winger),48,17,13,7.8
Juventus,2022/2023,Angel Di Maria,Argentina,Forward (Winger),40,8,7,7
PSG,2021/2022,Angel Di Maria,Argentina,Forward (Winger),31,5,8,7.4
PSG,2020/2021,Angel Di Maria,Argentina,Forward (Winger),43,5,15,7.3
PSG,2019/2020,Angel Di Maria,Argentina,Forward (Winger),41,13,22,7.8
PSG,2018/2019,Angel Di Maria,Argentina,Forward (Winger),45,19,16,7.5
PSG,2017/2018,Angel Di Maria,Argentina,Forward (Winger),45,21,9,7.4
PSG,2016/2017,Angel Di Maria,Argentina,Forward (Winger),43,14,15,7.3
PSG,2015/2016,Angel Di Maria,Argentina,Forward (Winger),47,15,22,7.4
Tottenham,2023/2024,Heung Min Son,South Korea,Forward (Winger),36,17,10,7.5
Tottenham,2022/2023,Heung Min Son,South Korea,Forward (Winger),47,14,6,7.1
Tottenham,2021/2022,Heung Min Son,South Korea,Forward (Winger),45,24,8,7.6
Tottenham,2020/2021,Heung Min Son,South Korea,Forward (Winger),51,22,15,7.3
Tottenham,2019/2020,Heung Min Son,South Korea,Forward (Winger),41,18,11,7.2
Tottenham,2018/2019,Heung Min Son,South Korea,Forward (Winger),48,20,19,7
Tottenham,2017/2018,Heung Min Son,South Korea,Forward (Winger),53,18,11,7.1
Tottenham,2016/2017,Heung Min Son,South Korea,Forward (Winger),47,21,7,7.2
Tottenham,2015/2016,Heung Min Son,South Korea,Forward (Winger),40,8,6,7.3
Chelsea,2023/2024,Raheem Sterling,England,Forward (Winger),43,10,8,7
Chelsea,2022/2023,Raheem Sterling,England,Forward (Winger),38,9,4,6.9
Man City,2021/2022,Raheem Sterling,England,Forward (Winger),47,17,8,7.3
Man City,2020/2021,Raheem Sterling,England,Forward (Winger),49,14,10,7.1
Man City,2019/2020,Raheem Sterling,England,Forward (Winger),52,31,5,7.4
Man City,2018/2019,Raheem Sterling,England,Forward (Winger),51,25,15,7.6
Man City,2017/2018,Raheem Sterling,England,Forward (Winger),46,23,13,7.7
Man City,2016/2017,Raheem Sterling,England,Forward (Winger),47,10,15,7.2
Man City,2015/2016,Raheem Sterling,England,Forward (Winger),47,11,8,7.1
Al Ahli,2023/2024,Riyad Mahrez,Algeria,Forward (Winger),33,12,13,7.8
Man City,2022/2023,Riyad Mahrez,Algeria,Forward (Winger),47,15,13,7.4
Man City,2021/2022,Riyad Mahrez,Algeria,Forward (Winger),47,24,9,7.6
Man City,2020/2021,Riyad Mahrez,Algeria,Forward (Winger),48,14,9,7.4
Man City,2019/2020,Riyad Mahrez,Algeria,Forward (Winger),50,13,13,7.3
Man City,2018/2019,Riyad Mahrez,Algeria,Forward (Winger),44,12,12,7.2
Leicester,2017/2018,Riyad Mahrez,Algeria,Forward (Winger),41,13,12,7.3
Leicester,2016/2017,Riyad Mahrez,Algeria,Forward (Winger),48,10,6,7.1
Leicester,2015/2016,Riyad Mahrez,Algeria,Forward (Winger),39,18,11,7.3
AL Nassr,2023/2024,Sadio Mane,Senegal,Forward (Winger),50,19,11,7.7
Bayern Munchen,2022/2023,Sadio Mane,Senegal,Forward (Winger),38,12,6,7.2
Liverpool,2021/2022,Sadio Mane,Senegal,Forward (Winger),51,23,2,7.4
Liverpool,2020/2021,Sadio Mane,Senegal,Forward (Winger),48,16,8,7.3
Liverpool,2019/2020,Sadio Mane,Senegal,Forward (Winger),47,22,9,7.5
Liverpool,2018/2019,Sadio Mane,Senegal,Forward (Winger),50,26,2,7.4
Liverpool,2017,Sadio Mane,Senegal,Forward (Winger),44,20,9,7.7
Liverpool,2016/2017,Sadio Mane,Senegal,Forward (Winger),29,13,7,7.6
Liverpool,2015/2016,Sadio Mane,Senegal,Forward (Winger),43,15,6,7.3
Atletico Madrid,2023/2024,Alvaro Morata,Spain,Forward (Striker),48,21,4,7
Atletico Madrid,2022/2023,Alvaro Morata,Spain,Forward (Striker),45,15,3,7
Juventus,2021/2022,Alvaro Morata,Spain,Forward (Striker),48,12,7,7.1
Juventus,2020/2021,Alvaro Morata,Spain,Forward (Striker),44,20,11,7.2
Atletico Madrid,2019/2020,Alvaro Morata,Spain,Forward (Striker),44,16,4,6.8
Atletico Madrid,2018/2019,Alvaro Morata,Spain,Forward (Striker),17,6,1,7
Chelsea,2017/2018,Alvaro Morata,Spain,Forward (Striker),24,9,0,6.7
Chelsea,2016/2017,Alvaro Morata,Spain,Forward (Striker),48,15,6,6.8
Real Madrid,2015/2016,Alvaro Morata,Spain,Forward (Striker),43,20,5,7.2
Man City,2023/2024,Bernardo Silva,Portugal,Forward (Winger),49,12,10,7.5
Man City,2022/2023,Bernardo Silva,Portugal,Forward (Winger),55,7,6,7.1
Man City,2021/2022,Bernardo Silva,Portugal,Forward (Winger),50,13,7,7.5
Man City,2020/2021,Bernardo Silva,Portugal,Forward (Winger),45,5,9,7.1
Man City,2019/2020,Bernardo Silva,Portugal,Forward (Winger),52,8,10,7.1
Man City,2018/2019,Bernardo Silva,Portugal,Forward (Winger),51,13,13,7.5
Man City,2017/2018,Bernardo Silva,Portugal,Forward (Winger),53,9,10,7.1
Monaco,2016/2017,Bernardo Silva,Portugal,Forward (Winger),58,11,10,7.2
Monaco,2015/2016,Bernardo Silva,Portugal,Forward (Winger),44,7,1,7.1
Man City,2023/2024,Erling Haaland,Norway,Forward (Striker),45,38,6,7.7
Man City,2022/2023,Erling Haaland,Norway,Forward (Striker),53,52,9,7.6
Dortmund,2021/2022,Erling Haaland,Norway,Forward (Striker),30,29,7,7.8
Dortmund,2020/2021,Erling Haaland,Norway,Forward (Striker),41,41,10,7.9
Dortmund,2019/2020,Erling Haaland,Norway,Forward (Striker),18,16,2,7.5
Salzburg,2018/2019,Erling Haaland,Norway,Forward (Striker),22,28,5,7.8
Salzburg,2017/2018,Erling Haaland,Norway,Forward (Striker),5,1,0,6.9
Molde,2016/2017,Erling Haaland,Norway,Forward (Striker),30,16,4,6.9
Molde,2015/2016,Erling Haaland,Norway,Forward (Striker),18,3,1,6.2
Roma,2023/2024,Romelu Lukaku,Belgium,Forward (Striker),47,21,4,7.1
Inter,2022/2023,Romelu Lukaku,Belgium,Forward (Striker),37,14,7,7
Chelsea,2021/2022,Romelu Lukaku,Belgium,Forward (Striker),44,15,0,6.9
Inter,2020/2021,Romelu Lukaku,Belgium,Forward (Striker),44,30,11,7.6
Inter,2019/2020,Romelu Lukaku,Belgium,Forward (Striker),51,34,6,7.2
Man United,2018/2019,Romelu Lukaku,Belgium,Forward (Striker),45,15,3,6.7
Man United,2017/2018,Romelu Lukaku,Belgium,Forward (Striker),51,27,9,7.3
Everton,2016/2017,Romelu Lukaku,Belgium,Forward (Striker),39,26,7,7.4
Everton,2015/2016,Romelu Lukaku,Belgium,Forward (Striker),46,25,6,5.1
Real Madrid,2023/2024,Luka Modric,Croatia,Midfielder,46,2,7,7.1
Real Madrid,2022/2023,Luka Modric,Croatia,Midfielder,52,6,6,7.2
Real Madrid,2021/2022,Luka Modric,Croatia,Midfielder,45,3,12,7.3
Real Madrid,2020/2021,Luka Modric,Croatia,Midfielder,48,6,6,7.4
Real Madrid,2019/2020,Luka Modric,Croatia,Midfielder,40,5,7,7
Real Madrid,2018/2019,Luka Modric,Croatia,Midfielder,46,4,8,7.2
Real Madrid,2017/2018,Luka Modric,Croatia,Midfielder,43,2,8,7.3
Real Madrid,2016/2017,Luka Modric,Croatia,Midfielder,41,1,3,7.4
Real Madrid,2015/2016,Luka Modric,Croatia,Midfielder,44,3,5,6.9
Sevilla,2023/2024,Sergio Ramos,Spain,Defender (Centre-back),37,7,1,7.2
PSG,2022/2023,Sergio Ramos,Spain,Defender (Centre-back),45,4,1,7.2
PSG,2021/2022,Sergio Ramos,Spain,Defender (Centre-back),13,2,0,7.1
Real Madrid,2020/2021,Sergio Ramos,Spain,Defender (Centre-back),21,4,1,7.3
Real Madrid,2019/2020,Sergio Ramos,Spain,Defender (Centre-back),44,13,0,7.1
Real Madrid,2018/2019,Sergio Ramos,Spain,Defender (Centre-back),42,11,1,7.1
Real Madrid,2017/2018,Sergio Ramos,Spain,Defender (Centre-back),42,5,1,7.2
Real Madrid,2016/2017,Sergio Ramos,Spain,Defender (Centre-back),44,10,2,7.2
Real Madrid,2015/2016,Sergio Ramos,Spain,Defender (Centre-back),33,3,2,8.1
Bayern Munchen,2023/2024,Joshua Kimmich,Germany,Midfielder (Defensive),43,2,9,7.5
Bayern Munchen,2022/2023,Joshua Kimmich,Germany,Midfielder (Defensive),47,7,11,7.9
Bayern Munchen,2021/2022,Joshua Kimmich,Germany,Midfielder (Defensive),39,3,11,7.9
Bayern Munchen,2020/2021,Joshua Kimmich,Germany,Midfielder (Defensive),39,6,14,7.7
Bayern Munchen,2019/2020,Joshua Kimmich,Germany,Midfielder (Defensive),51,7,15,7.5
Bayern Munchen,2018/2019,Joshua Kimmich,Germany,Midfielder (Defensive),48,2,18,7.5
Bayern Munchen,2017/2018,Joshua Kimmich,Germany,Midfielder (Defensive),47,6,15,7.4
Bayern Munchen,2016/2017,Joshua Kimmich,Germany,Midfielder (Defensive),40,9,2,7.1
Bayern Munchen,2023/2024,Leroy Sane,Germany,Forward (Winger),42,10,12,7.6
Bayern Munchen,2022/2023,Leroy Sane,Germany,Forward (Winger),44,14,9,7.4
Bayern Munchen,2021/2022,Leroy Sane,Germany,Forward (Winger),45,14,14,7.5
Bayern Munchen,2020/2021,Leroy Sane,Germany,Forward (Winger),44,10,10,7
Man City,2019/2020,Leroy Sane,Germany,Forward (Winger),2,0,0,6.1
Man City,2018/2019,Leroy Sane,Germany,Forward (Winger),47,16,17,7.4
Man City,2017/2018,Leroy Sane,Germany,Forward (Winger),49,14,19,7.6
Man City,2016/2017,Leroy Sane,Germany,Forward (Winger),37,9,6,7.4
Real Madrid,2023/2024,Nacho Fernandez,Spain,Defender (Centre-back),45,0,1,6.8
Real Madrid,2022/2023,Nacho Fernandez,Spain,Defender (Centre-back),44,1,1,7
Real Madrid,2021/2022,Nacho Fernandez,Spain,Defender (Centre-back),42,3,0,7.1
Real Madrid,2020/2021,Nacho Fernandez,Spain,Defender (Centre-back),33,1,0,7
Real Madrid,2019/2020,Nacho Fernandez,Spain,Defender (Centre-back),10,2,0,6.9
Real Madrid,2018/2019,Nacho Fernandez,Spain,Defender (Centre-back),30,0,1,6.7
Real Madrid,2017/2018,Nacho Fernandez,Spain,Defender (Centre-back),42,4,0,7
Real Madrid,2016/2017,Nacho Fernandez,Spain,Defender (Centre-back),39,3,3,7
Real Madrid,2015/2016,Nacho Fernandez,Spain,Defender (Centre-back),22,1,0,6.7
Liverpool,2023/2024,Virgil van Dijk,Netherlands,Defender (Centre-back),48,4,2,7.3
Liverpool,2022/2023,Virgil van Dijk,Netherlands,Defender (Centre-back),41,3,1,7.1
Liverpool,2021/2022,Virgil van Dijk,Netherlands,Defender (Centre-back),51,3,1,7.5
Liverpool,2020/2021,Virgil van Dijk,Netherlands,Defender (Centre-back),8,1,0,6.3
Liverpool,2019/2020,Virgil van Dijk,Netherlands,Defender (Centre-back),50,5,2,7.2
Liverpool,2018/2019,Virgil van Dijk,Netherlands,Defender (Centre-back),50,6,4,7.4
Liverpool,2017/2018,Virgil van Dijk,Netherlands,Defender (Centre-back),22,1,0,7.1
Liverpool,2016/2017,Virgil van Dijk,Netherlands,Defender (Centre-back),12,0,0,7.2
Liverpool,2015/2016,Virgil van Dijk,Netherlands,Defender (Centre-back),30,4,0,7.6
Barcelona,2023/2024,Sergi Roberto,Spain,Defender (Full-back),24,3,3,7
Barcelona,2022/2023,Sergi Roberto,Spain,Defender (Full-back),33,4,3,6.9
Barcelona,2021/2022,Sergi Roberto,Spain,Defender (Full-back),12,2,1,6.8
Barcelona,2020/2021,Sergi Roberto,Spain,Defender (Full-back),20,1,2,7
Barcelona,2019/2020,Sergi Roberto,Spain,Defender (Full-back),39,1,2,7
Barcelona,2018/2019,Sergi Roberto,Spain,Defender (Full-back),44,1,7,7.1
Barcelona,2017/2018,Sergi Roberto,Spain,Defender (Full-back),48,1,8,7.3
Barcelona,2016/2017,Sergi Roberto,Spain,Defender (Full-back),47,1,6,7.1
Barcelona,2023/2024,Joao Cancelo,Portugal,Defender (Full-back),42,4,5,7.4
Bayern Munchen,2022/2023,Joao Cancelo,Portugal,Defender (Full-back),21,1,6,7.5
Man City,2021/2022,Joao Cancelo,Portugal,Defender (Full-back),26,2,4,7.2
Man City,2020/2021,Joao Cancelo,Portugal,Defender (Full-back),52,3,10,7.7
Man City,2019/2020,Joao Cancelo,Portugal,Defender (Full-back),43,3,5,7.4
Juventus,2018/2019,Joao Cancelo,Portugal,Defender (Full-back),34,1,5,7.4
Inter,2017/2018,Joao Cancelo,Portugal,Defender (Full-back),28,1,3,7.2
Valencia,2016/2017,Joao Cancelo,Portugal,Defender (Full-back),1,0,0,7.7
Al Ahli,2023/2024,Roberto Firmino,Brazil,Forward (Attacker),34,9,7,7.4
Liverpool,2022/2023,Roberto Firmino,Brazil,Forward (Attacker),35,13,5,7.1
Liverpool,2021/2022,Roberto Firmino,Brazil,Forward (Attacker),35,11,5,7.2
Liverpool,2020/2021,Roberto Firmino,Brazil,Forward (Attacker),48,9,9,7
Liverpool,2019/2020,Roberto Firmino,Brazil,Forward (Attacker),52,12,12,7.1
Liverpool,2018/2019,Roberto Firmino,Brazil,Forward (Attacker),48,16,7,7
Liverpool,2017/2018,Roberto Firmino,Brazil,Forward (Attacker),54,27,16,7.2
Liverpool,2016/2017,Roberto Firmino,Brazil,Forward (Attacker),41,12,8,7.5
Liverpool,2015/2016,Roberto Firmino,Brazil,Forward (Attacker),49,11,9,6
Arsenal,2023/2024,Kai Havertz,Germany,Forward (Attacker),51,14,7,7.1
Chelsea,2022/2023,Kai Havertz,Germany,Forward (Attacker),47,9,1,6.9
Chelsea,2021/2022,Kai Havertz,Germany,Forward (Attacker),47,14,5,7.1
Chelsea,2020/2021,Kai Havertz,Germany,Forward (Attacker),45,9,6,6.9
Leverkusen,2019/2020,Kai Havertz,Germany,Forward (Attacker),45,18,9,7.1
Leverkusen,2018/2019,Kai Havertz,Germany,Forward (Attacker),42,20,6,7.4
Leverkusen,2017/2018,Kai Havertz,Germany,Forward (Attacker),35,4,8,7
Leverkusen,2016/2017,Kai Havertz,Germany,Forward (Attacker),28,4,5,6.7
Atletico Madrid,2023/2024,Koke,Spain,Midfielder,50,0,6,7.2
Atletico Madrid,2022/2023,Koke,Spain,Midfielder,42,0,3,7.1
Atletico Madrid,2021/2022,koke,Spain,Midfielder,43,1,3,7
Atletico Madrid,2020/2021,Koke,Spain,Midfielder,45,1,2,7.1
Atletico Madrid,2019/2020,Koke,Spain,Midfielder,42,5,6,7.1
Atletico Madrid,2018/2019,Koke,Spain,Midfielder,41,6,5,7.3
Atletico Madrid,2017/2018,koke,Spain,Midfielder,51,6,7,7.1
Atletico Madrid,2016/2017,Koke,Spain,Midfielder,54,5,10,7.3
Atletico Madrid,2015/2016,Koke,Spain,Midfielder,51,5,15,6.8
Atletico Madrid,2023/2024,Jose Gimenez,Uruguay,Defender (Centre-back),33,0,1,6.8
Atletico Madrid,2022/2023,Jose Gimenez,Uruguay,Defender (Centre-back),36,2,1,7.2
Atletico Madrid,2021/2022,Jose Gimenez,Uruguay,Defender (Centre-back),33,1,1,7
Atletico Madrid,2020/2021,Jose Gimenez,Uruguay,Defender (Centre-back),26,1,0,6.9
Atletico Madrid,2019/2020,Jose Gimenez,Uruguay,Defender (Centre-back),27,0,1,6.8
Atletico Madrid,2018/2019,Jose Gimenez,Uruguay,Defender (Centre-back),29,2,0,7.1
Atletico Madrid,2017/2018,Jose Gimenez,Uruguay,Defender (Centre-back),38,2,2,7.1
Atletico Madrid,2016/2017,Jose Gimenez,Uruguay,Defender (Centre-back),29,1,1,7.5
Chelsea,2023/2024,Christopher Nkunku,France,Forward (Attacker),14,3,0,6.6
RB Leipzig,2022/2023,Christopher Nkunku,France,Forward (Attacker),36,23,7,6.6
RB Leipzig,2021/2022,Christopher Nkunku,France,Forward (Attacker),52,35,16,7.8
RB Leipzig,2020/2021,Christopher Nkunku,France,Forward (Attacker),40,7,9,7.3
RB Leipzig,2019/2020,Christopher Nkunku,France,Forward (Attacker),44,5,13,7.1
PSG,2018/2019,Christopher Nkunku,France,Forward (Attacker),29,4,2,7.2
PSG,2017/2018,Christopher Nkunku,France,Forward (Attacker),27,5,0,6.6
PSG,2016/2017,Christopher Nkunku,France,Forward (Attacker),16,2,1,6.3
Liverpool,2023/2024,Andrew Robertson,Scotland,Defender (Full-back),30,3,2,7.4
Liverpool,2022/2023,Andrew Robertson,Scotland,Defender (Full-back),43,0,11,7
Liverpool,2021/2022,Andrew Robertson,Scotland,Defender (Full-back),47,3,15,7.6
Liverpool,2020/2021,Andrew Robertson,Scotland,Defender (Full-back),50,1,7,7.1
Liverpool,2019/2020,Andrew Robertson,Scotland,Defender (Full-back),49,3,12,7.3
Liverpool,2018/2019,Andrew Robertson,Scotland,Defender (Full-back),48,0,13,7.3
Liverpool,2017/2018,Andrew Robertson,Scotland,Defender (Full-back),30,1,5,7.1
Hull,2016/2017,Andrew Robertson,Scotland,Defender (Full-back),39,1,3,7
Liverpool,2023/2024,Trent Alexander-Arnold,England,Defender (Full-back),37,3,9,7.6
Liverpool,2022/2023,Trent Alexander-Arnold,England,Defender (Full-back),47,4,10,7.4
Liverpool,2021/2022,Trent Alexander-Arnold,England,Defender (Full-back),47,2,18,7.9
Liverpool,2020/2021,Trent Alexander-Arnold,England,Defender (Full-back),45,2,9,7.3
Liverpool,2019/2020,Trent Alexander-Arnold,England,Defender (Full-back),49,4,15,7.3
Liverpool,2018/2019,Trent Alexander-Arnold,England,Defender (Full-back),40,1,15,7.5
